Fecha;Banco;Cuenta;Moneda;Monto;TipoMovimiento
20/1/24;Banco Nacion;Cuenta Corriente 123;EUR;-676,94;Egreso
11/11/24;Banco de Galicia;Cuenta Corriente 789;ARS;687,76;Ingreso
13/3/24;Banco de Galicia;Caja de Ahorro 001;USD;931,92;Ingreso
9/11/24;Banco Santander;Cuenta Corriente 789;USD;-378,18;Egreso
5/12/24;Banco de Galicia;Caja de Ahorro 001;USD;-2493,71;Egreso
10/5/24;Banco BBVA;Caja de Ahorro 456;EUR;-771,09;Egreso
18/12/24;Banco BBVA;Caja de Ahorro 001;USD;-2267,21;Egreso
12/8/24;Banco de Galicia;Caja de Ahorro 001;ARS;-1918,45;Egreso
10/8/24;Banco Macro;Caja de Ahorro 001;ARS;-632,88;Egreso
8/10/24;Banco BBVA;Caja de Ahorro 001;ARS;-2269,56;Egreso
19/11/24;Banco Santander;Cuenta Corriente 123;ARS;-444,44;Egreso
20/12/24;Banco Galicia;Caja de Ahorro 001;EUR;-2424,48;Egreso
8/4/24;Banco BBVA;Cuenta Corriente 789;ARS;2284,08;Ingreso
13/2/24;Banco Macro;Cuenta Corriente 789;EUR;-822,87;Egreso
2/11/24;Banco Santander;Caja de Ahorro 456;ARS;-218,19;Egreso
12/5/24;Banco Naci—n;Caja de Ahorro 001;USD;1070,94;Ingreso
13/6/24;Banco Macro;Caja de Ahorro 001;USD;-1882,63;Egreso
25/10/24;Banco Macro;Cuenta Corriente 123;EUR;-1442,46;Egreso
7/5/24;Banco de Galicia;Cuenta Corriente 789;USD;-2246,8;Egreso
28/1/24;Banco Santander;Caja de Ahorro 001;ARS;-531,26;Egreso
14/10/24;Banco Santander;Cuenta Corriente 789;USD;-1835,96;Egreso
20/12/24;Banco Santander;Caja de Ahorro 001;USD;-1670,89;Egreso
12/8/24;Banco Santander;Cuenta Corriente 123;ARS;-624,33;Egreso
27/2/24;Banco BBVA;Cuenta Corriente 789;ARS;445,02;Ingreso
25/10/24;Banco Nacion;Cuenta Corriente 123;EUR;-1004,19;Egreso
30/6/24;Banco Macro;Cuenta Corriente 789;USD;4997,25;Ingreso
11/10/24;Banco Macro;Cuenta Corriente 789;ARS;-1400,51;Egreso
9/12/24;Banco Galicia;Cuenta Corriente 789;EUR;3423,64;Ingreso
12/4/24;Banco Nacion;Cuenta Corriente 123;USD;1101,49;Ingreso
26/11/24;Banco Naci—n;Caja de Ahorro 001;ARS;-1218,3;Egreso
23/4/24;Banco Santander;Caja de Ahorro 001;USD;4060,9;Ingreso
15/5/24;Banco Santander;Cuenta Corriente 789;USD;-484,91;Egreso
16/5/24;Banco BBVA;Cuenta Corriente 123;ARS;-1713,71;Egreso
14/10/24;Banco Macro;Cuenta Corriente 123;USD;-454,19;Egreso
20/8/24;Banco de Galicia;Caja de Ahorro 001;USD;2678,44;Ingreso
20/12/24;Banco Macro;Cuenta Corriente 123;USD;3834,24;Ingreso
23/1/24;Banco Nacion;Cuenta Corriente 123;EUR;-2279,94;Egreso
30/12/24;Banco Santander;Cuenta Corriente 789;USD;912,16;Ingreso
12/6/24;Banco Macro;Cuenta Corriente 789;USD;-1737,72;Egreso
6/6/24;Banco Nacion;Cuenta Corriente 123;ARS;1974,04;Ingreso
7/6/24;Banco BBVA;Cuenta Corriente 123;EUR;523,45;Ingreso
21/3/24;Banco Macro;Cuenta Corriente 789;USD;979,81;Ingreso
6/11/24;Banco Nacion;Cuenta Corriente 123;USD;-194,72;Egreso
13/4/24;Banco Santander;Cuenta Corriente 123;USD;1487,81;Ingreso
19/1/24;Banco Santander;Caja de Ahorro 001;ARS;1575,47;Ingreso
20/2/24;Banco Macro;Caja de Ahorro 001;ARS;2650,83;Ingreso
10/11/24;Banco BBVA;Caja de Ahorro 456;USD;3919,22;Ingreso
2/3/24;Banco Naci—n;Cuenta Corriente 789;USD;1227,31;Ingreso
13/5/24;Banco Santander;Cuenta Corriente 123;EUR;2501,51;Ingreso
16/10/24;Banco de Galicia;Caja de Ahorro 001;USD;1642,2;Ingreso
21/1/24;Banco Nacion;Cuenta Corriente 123;USD;2259,37;Ingreso
25/5/24;Banco Santander;Cuenta Corriente 789;EUR;4759,74;Ingreso
11/7/24;Banco de Galicia;Cuenta Corriente 789;ARS;-694,63;Egreso
22/10/24;Banco BBVA;Caja de Ahorro 001;EUR;-589,76;Egreso
22/7/24;Banco Macro;Cuenta Corriente 789;EUR;-1528,84;Egreso
21/9/24;Banco Naci—n;Cuenta Corriente 789;ARS;4150,84;Ingreso
13/10/24;Banco de Galicia;Cuenta Corriente 789;ARS;-331,11;Egreso
16/2/24;Banco Naci—n;Caja de Ahorro 456;EUR;-1621,41;Egreso
4/12/24;Banco Santander;Caja de Ahorro 456;USD;4482,05;Ingreso
18/2/24;Banco Macro;Caja de Ahorro 001;EUR;-1836,5;Egreso
20/2/24;Banco Santander;Cuenta Corriente 789;EUR;3415,91;Ingreso
13/5/24;Banco BBVA;Cuenta Corriente 789;ARS;-993,4;Egreso
30/8/24;Banco Macro;Caja de Ahorro 456;EUR;-967,6;Egreso
8/11/24;Banco Naci—n;Caja de Ahorro 001;EUR;1226,59;Ingreso
6/7/24;Banco BBVA;Cuenta Corriente 789;USD;-2215,87;Egreso
3/11/24;Banco Naci—n;Caja de Ahorro 001;EUR;1142,26;Ingreso
10/11/24;Banco de Galicia;Caja de Ahorro 001;USD;4225,71;Ingreso
19/12/24;Banco Macro;Cuenta Corriente 789;EUR;241,18;Ingreso
23/3/24;Banco Naci—n;Caja de Ahorro 456;ARS;-2082,15;Egreso
26/9/24;Banco BBVA;Cuenta Corriente 789;ARS;1135,23;Ingreso
20/2/24;Banco de Galicia;Cuenta Corriente 789;ARS;4015,22;Ingreso
6/6/24;Banco BBVA;Caja de Ahorro 456;EUR;-1853,68;Egreso
13/5/24;Banco Macro;Cuenta Corriente 123;EUR;-1309,12;Egreso
21/9/24;Banco de Galicia;Cuenta Corriente 789;ARS;1407,15;Ingreso
3/5/24;Banco de Galicia;Caja de Ahorro 456;USD;237,44;Ingreso
10/5/24;Banco BBVA;Caja de Ahorro 001;EUR;-705,6;Egreso
9/1/24;Banco de Galicia;Cuenta Corriente 123;ARS;2953,39;Ingreso
23/1/24;Banco Naci—n;Caja de Ahorro 456;EUR;-1839,71;Egreso
5/8/24;Banco Naci—n;Cuenta Corriente 789;ARS;-1657,65;Egreso
29/9/24;Banco Macro;Cuenta Corriente 123;ARS;-1045;Egreso
4/11/24;Banco Macro;Cuenta Corriente 123;USD;-441,7;Egreso
26/2/24;Banco Naci—n;Caja de Ahorro 001;USD;-1878,07;Egreso
7/4/24;Banco de Galicia;Caja de Ahorro 456;ARS;1634,07;Ingreso
25/7/24;Banco BBVA;Caja de Ahorro 001;USD;3265,6;Ingreso
3/11/24;Banco Santander;Cuenta Corriente 123;ARS;-1460,2;Egreso
4/4/24;Banco Naci—n;Caja de Ahorro 001;EUR;-1745,01;Egreso
17/2/24;Banco BBVA;Caja de Ahorro 456;EUR;3040,5;Ingreso
21/5/24;Banco BBVA;Caja de Ahorro 001;EUR;571,41;Ingreso
21/6/24;Banco Macro;Caja de Ahorro 001;EUR;-1436;Egreso
25/8/24;Banco Santander;Cuenta Corriente 123;ARS;4287,72;Ingreso
2/6/24;Banco Galicia;Cuenta Corriente 123;EUR;4310,58;Ingreso
4/2/24;Banco Macro;Cuenta Corriente 789;EUR;4819,27;Ingreso
10/2/24;Banco Naci—n;Cuenta Corriente 789;USD;-2348,7;Egreso
14/11/24;Banco BBVA;Cuenta Corriente 789;EUR;-2432,48;Egreso
23/7/24;Banco Galicia;Caja de Ahorro 001;EUR;2277,71;Ingreso
10/12/24;Banco Naci—n;Caja de Ahorro 001;USD;-548,79;Egreso
5/9/24;Banco Naci—n;Caja de Ahorro 456;ARS;-2008,54;Egreso
8/9/24;Banco Macro;Cuenta Corriente 123;ARS;-1161,65;Egreso
12/5/24;Banco Nacion;Cuenta Corriente 123;USD;2543,39;Ingreso
4/9/24;Banco BBVA;Cuenta Corriente 123;USD;-2179,12;Egreso
3/3/24;Banco BBVA;Cuenta Corriente 123;USD;-2191,79;Egreso
7/11/24;Banco Naci—n;Cuenta Corriente 789;ARS;4290,78;Ingreso
7/5/24;Banco Santander;Caja de Ahorro 456;USD;1823,47;Ingreso
31/12/24;Banco Santander;Caja de Ahorro 001;EUR;-1919,13;Egreso
18/3/24;Banco Santander;Caja de Ahorro 001;USD;2956,23;Ingreso
1/3/24;Banco Macro;Cuenta Corriente 789;EUR;-1974,46;Egreso
11/11/24;Banco BBVA;Caja de Ahorro 456;USD;4298,46;Ingreso
13/4/24;Banco BBVA;Caja de Ahorro 456;USD;4707,4;Ingreso
6/1/24;Banco Macro;Cuenta Corriente 123;ARS;-80,11;Egreso
26/3/24;Banco Macro;Cuenta Corriente 123;USD;3172,25;Ingreso
4/3/24;Banco Santander;Cuenta Corriente 789;ARS;-895,81;Egreso
13/4/24;Banco Galicia;Cuenta Corriente 789;EUR;2732,27;Ingreso
6/11/24;Banco Naci—n;Caja de Ahorro 456;EUR;-1360,78;Egreso
3/1/24;Banco Nacion;Cuenta Corriente 123;USD;796,64;Ingreso
19/1/24;Banco Macro;Caja de Ahorro 001;USD;4560,75;Ingreso
8/6/24;Banco BBVA;Cuenta Corriente 123;ARS;2391,67;Ingreso
24/9/24;Banco Santander;Caja de Ahorro 456;ARS;4935,23;Ingreso
28/12/24;Banco Santander;Caja de Ahorro 001;EUR;1561,67;Ingreso
11/1/24;Banco de Galicia;Cuenta Corriente 123;ARS;4881,72;Ingreso
8/4/24;Banco de Galicia;Cuenta Corriente 123;ARS;2327,85;Ingreso
31/7/24;Banco de Galicia;Cuenta Corriente 123;ARS;1113,78;Ingreso
15/8/24;Banco BBVA;Caja de Ahorro 001;USD;-1546,82;Egreso
9/12/24;Banco de Galicia;Caja de Ahorro 001;USD;-2285,53;Egreso
18/12/24;Banco Macro;Caja de Ahorro 456;ARS;491,65;Ingreso
21/4/24;Banco Santander;Cuenta Corriente 789;USD;1377,3;Ingreso
23/2/24;Banco Santander;Caja de Ahorro 456;USD;637,52;Ingreso
23/8/24;Banco Naci—n;Cuenta Corriente 789;ARS;2586,26;Ingreso
18/9/24;Banco Naci—n;Caja de Ahorro 456;USD;-721,23;Egreso
7/1/24;Banco Macro;Cuenta Corriente 789;ARS;-398,82;Egreso
17/4/24;Banco de Galicia;Caja de Ahorro 001;USD;-1927,46;Egreso
20/10/24;Banco BBVA;Caja de Ahorro 456;USD;-468,04;Egreso
28/11/24;Banco BBVA;Cuenta Corriente 789;ARS;2965,43;Ingreso
26/2/24;Banco Macro;Caja de Ahorro 001;USD;-744,08;Egreso
23/1/24;Banco Santander;Caja de Ahorro 456;EUR;-1794,09;Egreso
18/7/24;Banco Macro;Cuenta Corriente 789;USD;-1171,82;Egreso
14/12/24;Banco BBVA;Cuenta Corriente 123;EUR;4613,96;Ingreso
5/1/24;Banco BBVA;Cuenta Corriente 123;USD;2582,39;Ingreso
30/10/24;Banco Galicia;Cuenta Corriente 123;EUR;4974,73;Ingreso
6/1/24;Banco de Galicia;Caja de Ahorro 456;ARS;902,78;Ingreso
16/2/24;Banco Santander;Caja de Ahorro 456;EUR;-1740,38;Egreso
18/2/24;Banco BBVA;Caja de Ahorro 001;EUR;3474,41;Ingreso
3/7/24;Banco Santander;Caja de Ahorro 001;USD;-280,37;Egreso
15/10/24;Banco Macro;Caja de Ahorro 456;EUR;-1266,21;Egreso
14/11/24;Banco Nacion;Cuenta Corriente 123;ARS;-1326,68;Egreso
9/5/24;Banco Galicia;Cuenta Corriente 123;EUR;-1564,34;Egreso
28/5/24;Banco BBVA;Cuenta Corriente 123;USD;3514,95;Ingreso
28/10/24;Banco BBVA;Caja de Ahorro 001;USD;3122,04;Ingreso
14/10/24;Banco de Galicia;Cuenta Corriente 789;USD;4043,78;Ingreso
6/11/24;Banco Macro;Caja de Ahorro 001;EUR;-995,29;Egreso
7/7/24;Banco Macro;Cuenta Corriente 789;ARS;-1917,33;Egreso
22/10/24;Banco Macro;Caja de Ahorro 001;USD;2996,4;Ingreso
13/12/24;Banco Santander;Cuenta Corriente 123;EUR;-1922,87;Egreso
2/1/24;Banco de Galicia;Caja de Ahorro 001;USD;601,84;Ingreso
24/2/24;Banco de Galicia;Cuenta Corriente 789;USD;-1462,06;Egreso
28/9/24;Banco Santander;Cuenta Corriente 789;USD;1145,35;Ingreso
8/7/24;Banco Macro;Caja de Ahorro 456;ARS;1305,43;Ingreso
27/6/24;Banco de Galicia;Cuenta Corriente 789;USD;4479,35;Ingreso
13/8/24;Banco Macro;Cuenta Corriente 789;USD;-737,01;Egreso
25/6/24;Banco Macro;Caja de Ahorro 001;EUR;335,29;Ingreso
1/8/24;Banco Santander;Caja de Ahorro 001;USD;3146,69;Ingreso
3/6/24;Banco Santander;Cuenta Corriente 789;EUR;479,77;Ingreso
22/9/24;Banco Santander;Cuenta Corriente 789;ARS;-2161,53;Egreso
21/12/24;Banco Macro;Caja de Ahorro 456;EUR;-1751,27;Egreso
31/1/24;Banco BBVA;Cuenta Corriente 789;EUR;-2144,69;Egreso
20/4/24;Banco de Galicia;Cuenta Corriente 789;ARS;3597,46;Ingreso
25/5/24;Banco Macro;Cuenta Corriente 789;USD;-2118,6;Egreso
31/8/24;Banco Macro;Caja de Ahorro 001;USD;-2392,83;Egreso
10/12/24;Banco de Galicia;Caja de Ahorro 456;USD;4181,33;Ingreso
6/3/24;Banco Galicia;Cuenta Corriente 123;EUR;-1778,36;Egreso
14/3/24;Banco Naci—n;Caja de Ahorro 001;USD;1127,72;Ingreso
21/3/24;Banco BBVA;Caja de Ahorro 001;EUR;-2111,77;Egreso
12/6/24;Banco BBVA;Cuenta Corriente 123;EUR;1358,6;Ingreso
7/11/24;Banco BBVA;Cuenta Corriente 789;USD;-70,27;Egreso
29/11/24;Banco Macro;Caja de Ahorro 456;USD;-234,37;Egreso
2/9/24;Banco Santander;Caja de Ahorro 001;ARS;-1779,95;Egreso
15/12/24;Banco BBVA;Caja de Ahorro 001;EUR;3746,63;Ingreso
16/5/24;Banco Macro;Cuenta Corriente 123;ARS;-1164,82;Egreso
10/6/24;Banco Santander;Caja de Ahorro 001;USD;-1358,58;Egreso
28/1/24;Banco Naci—n;Caja de Ahorro 456;USD;1306,26;Ingreso
23/3/24;Banco Naci—n;Caja de Ahorro 001;EUR;2281,8;Ingreso
16/5/24;Banco Santander;Caja de Ahorro 456;USD;3229,8;Ingreso
1/1/24;Banco BBVA;Caja de Ahorro 001;ARS;2474,58;Ingreso
5/4/24;Banco de Galicia;Caja de Ahorro 456;USD;-649,15;Egreso
4/9/24;Banco Galicia;Cuenta Corriente 123;EUR;-1977,96;Egreso
22/9/24;Banco Santander;Cuenta Corriente 789;ARS;4070,1;Ingreso
4/7/24;Banco Galicia;Cuenta Corriente 789;EUR;2785,1;Ingreso
7/12/24;Banco Santander;Cuenta Corriente 789;ARS;-1749,32;Egreso
20/5/24;Banco Naci—n;Caja de Ahorro 456;ARS;-1821,51;Egreso
16/3/24;Banco Santander;Caja de Ahorro 456;USD;542,23;Ingreso
13/6/24;Banco Macro;Cuenta Corriente 789;ARS;3161,83;Ingreso
15/8/24;Banco de Galicia;Cuenta Corriente 123;ARS;458,74;Ingreso
25/7/24;Banco Santander;Cuenta Corriente 789;EUR;-1298,39;Egreso
29/7/24;Banco Galicia;Caja de Ahorro 456;EUR;3518,15;Ingreso
20/4/24;Banco Nacion;Cuenta Corriente 123;ARS;-1621,45;Egreso
5/9/24;Banco de Galicia;Caja de Ahorro 001;USD;-1399,11;Egreso
30/4/24;Banco Nacion;Cuenta Corriente 123;ARS;2763,28;Ingreso
9/2/24;Banco BBVA;Caja de Ahorro 456;EUR;-157,25;Egreso
30/3/24;Banco Santander;Caja de Ahorro 001;ARS;-1276,06;Egreso
23/6/24;Banco Galicia;Cuenta Corriente 123;EUR;-170,58;Egreso
20/3/24;Banco Macro;Caja de Ahorro 456;USD;-748,09;Egreso
26/10/24;Banco de Galicia;Caja de Ahorro 456;ARS;-202,85;Egreso
20/4/24;Banco Macro;Caja de Ahorro 456;ARS;514,59;Ingreso
27/2/24;Banco Macro;Caja de Ahorro 456;EUR;-421,44;Egreso
14/12/24;Banco Macro;Caja de Ahorro 001;ARS;-943,01;Egreso
17/10/24;Banco Santander;Cuenta Corriente 123;ARS;815,91;Ingreso
14/11/24;Banco Santander;Cuenta Corriente 123;EUR;3661,1;Ingreso
16/3/24;Banco BBVA;Cuenta Corriente 789;USD;3711,02;Ingreso
17/11/24;Banco BBVA;Cuenta Corriente 789;USD;-499,02;Egreso
24/7/24;Banco Nacion;Cuenta Corriente 123;EUR;-1381,54;Egreso
20/1/24;Banco Naci—n;Cuenta Corriente 789;USD;-294,53;Egreso
3/9/24;Banco Macro;Cuenta Corriente 123;ARS;-204,14;Egreso
30/7/24;Banco Santander;Cuenta Corriente 123;ARS;-1307,45;Egreso
14/12/24;Banco Nacion;Cuenta Corriente 123;USD;748,74;Ingreso
16/1/24;Banco Macro;Cuenta Corriente 789;USD;-1075,49;Egreso
17/9/24;Banco BBVA;Cuenta Corriente 123;EUR;-1939,67;Egreso
2/10/24;Banco Santander;Caja de Ahorro 456;EUR;3958,53;Ingreso
15/5/24;Banco Galicia;Cuenta Corriente 789;EUR;-2271,34;Egreso
14/6/24;Banco Naci—n;Cuenta Corriente 789;EUR;745,32;Ingreso
2/12/24;Banco de Galicia;Cuenta Corriente 789;ARS;-1009,89;Egreso
28/7/24;Banco Santander;Cuenta Corriente 123;ARS;-57,76;Egreso
21/7/24;Banco de Galicia;Cuenta Corriente 123;ARS;4888,44;Ingreso
14/7/24;Banco de Galicia;Caja de Ahorro 001;ARS;3962,5;Ingreso
6/5/24;Banco Santander;Caja de Ahorro 001;ARS;552,96;Ingreso
27/7/24;Banco de Galicia;Cuenta Corriente 789;USD;2328,33;Ingreso
28/8/24;Banco Naci—n;Caja de Ahorro 001;EUR;2776,01;Ingreso
16/11/24;Banco BBVA;Caja de Ahorro 456;ARS;539,68;Ingreso
5/9/24;Banco BBVA;Caja de Ahorro 001;ARS;4715,3;Ingreso
19/9/24;Banco Macro;Caja de Ahorro 456;ARS;3703,54;Ingreso
12/11/24;Banco Macro;Cuenta Corriente 123;USD;-194,03;Egreso
30/1/24;Banco Naci—n;Caja de Ahorro 456;EUR;-104,99;Egreso
28/2/24;Banco Santander;Caja de Ahorro 456;ARS;-1668,8;Egreso
6/4/24;Banco Macro;Caja de Ahorro 001;EUR;4990,18;Ingreso
13/4/24;Banco Naci—n;Cuenta Corriente 789;USD;2575,93;Ingreso
22/12/24;Banco de Galicia;Cuenta Corriente 789;USD;-1692,85;Egreso
25/11/24;Banco Galicia;Cuenta Corriente 123;EUR;4600,76;Ingreso
6/2/24;Banco BBVA;Caja de Ahorro 456;EUR;-2370,05;Egreso
26/9/24;Banco Macro;Caja de Ahorro 456;USD;-267,95;Egreso
2/9/24;Banco de Galicia;Cuenta Corriente 123;USD;2138,81;Ingreso
3/1/24;Banco BBVA;Cuenta Corriente 789;USD;-2327,11;Egreso
13/8/24;Banco Macro;Cuenta Corriente 789;USD;689,36;Ingreso
16/7/24;Banco Macro;Cuenta Corriente 123;EUR;-112,39;Egreso
11/5/24;Banco de Galicia;Cuenta Corriente 123;ARS;4794,68;Ingreso
21/6/24;Banco de Galicia;Caja de Ahorro 001;ARS;1706,43;Ingreso
24/1/24;Banco Santander;Cuenta Corriente 789;ARS;-547,56;Egreso
20/11/24;Banco Macro;Caja de Ahorro 001;ARS;210,91;Ingreso
4/12/24;Banco Santander;Caja de Ahorro 001;USD;-1201,18;Egreso
12/4/24;Banco Naci—n;Cuenta Corriente 789;EUR;-378,95;Egreso
19/12/24;Banco Macro;Cuenta Corriente 123;EUR;-339,75;Egreso
25/3/24;Banco Santander;Caja de Ahorro 001;USD;1867,15;Ingreso
30/12/24;Banco Santander;Caja de Ahorro 456;EUR;-1575,64;Egreso
4/11/24;Banco Macro;Caja de Ahorro 001;USD;3994,54;Ingreso
18/9/24;Banco BBVA;Cuenta Corriente 123;USD;3938,07;Ingreso
23/2/24;Banco Macro;Caja de Ahorro 456;EUR;176,97;Ingreso
31/12/24;Banco Naci—n;Caja de Ahorro 456;ARS;4674,46;Ingreso
22/5/24;Banco Nacion;Cuenta Corriente 123;ARS;723,24;Ingreso
23/5/24;Banco Santander;Cuenta Corriente 789;ARS;1236,96;Ingreso
4/2/24;Banco Naci—n;Cuenta Corriente 789;USD;-962,16;Egreso
12/2/24;Banco Santander;Caja de Ahorro 456;ARS;2052,78;Ingreso
20/9/24;Banco Naci—n;Cuenta Corriente 789;EUR;956,66;Ingreso
1/2/24;Banco Nacion;Cuenta Corriente 123;USD;-2144,75;Egreso
4/7/24;Banco Macro;Cuenta Corriente 789;USD;-251,85;Egreso
22/7/24;Banco BBVA;Caja de Ahorro 456;USD;-1727,88;Egreso
25/3/24;Banco Macro;Cuenta Corriente 789;EUR;4015,45;Ingreso
18/11/24;Banco Naci—n;Cuenta Corriente 789;USD;3971,52;Ingreso
30/1/24;Banco Macro;Caja de Ahorro 001;ARS;-2277,88;Egreso
9/1/24;Banco Santander;Caja de Ahorro 001;USD;700,39;Ingreso
13/12/24;Banco de Galicia;Caja de Ahorro 001;USD;-508,86;Egreso
30/4/24;Banco Naci—n;Caja de Ahorro 456;EUR;703,07;Ingreso
27/2/24;Banco Santander;Caja de Ahorro 456;USD;-220,03;Egreso
1/12/24;Banco Macro;Caja de Ahorro 001;USD;-1680,5;Egreso
6/6/24;Banco BBVA;Caja de Ahorro 456;EUR;850,64;Ingreso
24/4/24;Banco BBVA;Caja de Ahorro 456;ARS;-1658,75;Egreso
9/3/24;Banco Santander;Caja de Ahorro 456;EUR;797,56;Ingreso
19/8/24;Banco BBVA;Cuenta Corriente 789;USD;-1758,12;Egreso
18/12/24;Banco BBVA;Cuenta Corriente 789;USD;3659,41;Ingreso
22/10/24;Banco de Galicia;Caja de Ahorro 001;ARS;-171,24;Egreso
10/9/24;Banco Santander;Cuenta Corriente 789;ARS;-2177,66;Egreso
17/3/24;Banco BBVA;Cuenta Corriente 789;EUR;-171,97;Egreso
22/1/24;Banco Macro;Cuenta Corriente 789;EUR;-1405,4;Egreso
24/3/24;Banco Santander;Cuenta Corriente 123;EUR;-205,98;Egreso
26/9/24;Banco Naci—n;Cuenta Corriente 789;EUR;-1150,73;Egreso
19/2/24;Banco Santander;Cuenta Corriente 123;USD;4619,17;Ingreso
1/2/24;Banco Santander;Cuenta Corriente 789;USD;3108,43;Ingreso
7/12/24;Banco BBVA;Caja de Ahorro 456;EUR;-103,67;Egreso
12/4/24;Banco BBVA;Cuenta Corriente 789;EUR;4172,98;Ingreso
10/8/24;Banco Galicia;Cuenta Corriente 123;EUR;-2233,94;Egreso
4/3/24;Banco Santander;Cuenta Corriente 123;EUR;3828,34;Ingreso
22/6/24;Banco Macro;Cuenta Corriente 789;ARS;1704,56;Ingreso
8/9/24;Banco de Galicia;Caja de Ahorro 456;ARS;3970,2;Ingreso
23/3/24;Banco Naci—n;Caja de Ahorro 001;EUR;-1238,36;Egreso
10/3/24;Banco Naci—n;Caja de Ahorro 001;ARS;813,23;Ingreso
8/2/24;Banco BBVA;Caja de Ahorro 456;EUR;-921,02;Egreso
23/5/24;Banco Santander;Caja de Ahorro 001;EUR;775,08;Ingreso
15/3/24;Banco Naci—n;Cuenta Corriente 789;ARS;-1240,31;Egreso
13/5/24;Banco de Galicia;Cuenta Corriente 123;ARS;2958,92;Ingreso
13/3/24;Banco Naci—n;Caja de Ahorro 456;EUR;-258,11;Egreso
10/6/24;Banco de Galicia;Caja de Ahorro 001;USD;3560,5;Ingreso
31/7/24;Banco BBVA;Caja de Ahorro 456;USD;-1189,75;Egreso
4/7/24;Banco Macro;Cuenta Corriente 789;USD;2232,18;Ingreso
16/3/24;Banco Nacion;Cuenta Corriente 123;USD;-950,96;Egreso
26/11/24;Banco BBVA;Cuenta Corriente 123;EUR;-488,97;Egreso
26/4/24;Banco Naci—n;Caja de Ahorro 001;ARS;4963,5;Ingreso
22/2/24;Banco BBVA;Caja de Ahorro 001;ARS;3722,9;Ingreso
23/11/24;Banco Santander;Cuenta Corriente 123;USD;-1924,05;Egreso
14/3/24;Banco Galicia;Caja de Ahorro 456;EUR;-1463,27;Egreso
3/6/24;Banco BBVA;Caja de Ahorro 001;ARS;-1882,96;Egreso
28/11/24;Banco Santander;Cuenta Corriente 789;ARS;-456,46;Egreso
8/1/24;Banco Santander;Cuenta Corriente 123;ARS;766,95;Ingreso
19/6/24;Banco BBVA;Cuenta Corriente 789;USD;-1927,67;Egreso
19/11/24;Banco Macro;Caja de Ahorro 456;ARS;4997,56;Ingreso
14/2/24;Banco BBVA;Cuenta Corriente 123;EUR;-2427,82;Egreso
12/6/24;Banco Macro;Caja de Ahorro 456;EUR;-1913,76;Egreso
10/7/24;Banco de Galicia;Caja de Ahorro 456;USD;-1403,19;Egreso
2/8/24;Banco Santander;Caja de Ahorro 456;EUR;862,43;Ingreso
28/9/24;Banco BBVA;Cuenta Corriente 123;ARS;1753,24;Ingreso
13/12/24;Banco Santander;Caja de Ahorro 001;ARS;1704,12;Ingreso
13/7/24;Banco Santander;Caja de Ahorro 001;ARS;-2261,6;Egreso
12/8/24;Banco Macro;Cuenta Corriente 789;EUR;-1587,42;Egreso
12/8/24;Banco Nacion;Cuenta Corriente 123;ARS;-1334,49;Egreso
9/9/24;Banco Santander;Cuenta Corriente 123;ARS;2120,47;Ingreso
15/7/24;Banco BBVA;Caja de Ahorro 456;ARS;-1183,59;Egreso
14/3/24;Banco Galicia;Caja de Ahorro 001;EUR;-1920,43;Egreso
7/2/24;Banco Galicia;Cuenta Corriente 789;EUR;2510,78;Ingreso
18/6/24;Banco BBVA;Cuenta Corriente 123;USD;670,39;Ingreso
17/10/24;Banco Naci—n;Caja de Ahorro 001;USD;3752,11;Ingreso
31/12/24;Banco Macro;Cuenta Corriente 789;USD;3052,39;Ingreso
28/10/24;Banco Naci—n;Caja de Ahorro 001;ARS;3874,59;Ingreso
23/9/24;Banco Nacion;Cuenta Corriente 123;ARS;3587,28;Ingreso
7/2/24;Banco BBVA;Caja de Ahorro 456;ARS;-2116,69;Egreso
22/2/24;Banco Galicia;Cuenta Corriente 123;EUR;447,53;Ingreso
1/4/24;Banco de Galicia;Caja de Ahorro 456;USD;935,34;Ingreso
30/12/24;Banco Santander;Caja de Ahorro 001;ARS;924,74;Ingreso
14/8/24;Banco Galicia;Caja de Ahorro 456;EUR;-2113,01;Egreso
11/10/24;Banco Galicia;Caja de Ahorro 456;EUR;231,27;Ingreso
16/4/24;Banco Macro;Caja de Ahorro 456;USD;4178,54;Ingreso
27/5/24;Banco BBVA;Cuenta Corriente 789;ARS;-1140,27;Egreso
25/2/24;Banco BBVA;Caja de Ahorro 456;EUR;4676,32;Ingreso
3/10/24;Banco Santander;Caja de Ahorro 001;ARS;-1181,76;Egreso
20/12/24;Banco Macro;Cuenta Corriente 123;USD;-1025,44;Egreso
29/8/24;Banco de Galicia;Cuenta Corriente 123;USD;-1377,55;Egreso
3/8/24;Banco de Galicia;Caja de Ahorro 001;ARS;2234,55;Ingreso
1/12/24;Banco Macro;Caja de Ahorro 456;USD;-1974,74;Egreso
14/7/24;Banco Nacion;Cuenta Corriente 123;USD;-2252,77;Egreso
8/10/24;Banco Galicia;Caja de Ahorro 001;EUR;2862,21;Ingreso
6/2/24;Banco Macro;Caja de Ahorro 001;USD;-2002,08;Egreso
1/3/24;Banco Macro;Caja de Ahorro 001;ARS;364,74;Ingreso
24/7/24;Banco de Galicia;Cuenta Corriente 123;USD;2425,67;Ingreso
